puesto	tema	tipo	escrito_en_puesto	escrito_en_tema	semejanza	enunciado
39	9	nuevo				Riesgos ergonómicos y psicosociales: pantallas de visualización de datos, posturas forzadas, manipulación de cargas, turnicidad, nocturnidad, carga mental, estrés, conflictos y prevención del acoso.
39	10	nuevo				Riesgos físicos, químicos y biológicos: ruido, iluminación, temperatura, vibraciones, radiaciones no ionizantes, electricidad, productos químicos, exposición biológica y medidas preventivas.
39	11	nuevo				Primeros auxilios y atención sanitaria urgente en el entorno laboral: valoración inicial, soporte vital básico, desfibrilación externa semiautomática, traumatismos, quemaduras, síncopes, crisis convulsivas y emergencias.
39	12	nuevo				Accidentes de trabajo y enfermedades profesionales: actuación inicial, registro, comunicación, seguimiento, investigación, detección precoz y propuesta de medidas preventivas.
39	13	nuevo				Incapacidad temporal y reincorporación laboral: contingencias comunes y profesionales, seguimiento sanitario-laboral, recaídas, limitaciones funcionales y coordinación con mutua, INSS y sistema público de salud.
39	14	nuevo				Promoción de la salud en el trabajo: campañas de vacunación, prevención cardiovascular, salud mental, hábitos saludables, alimentación, actividad física, tabaquismo y prevención de adicciones.
39	15	nuevo				Epidemiología laboral y vigilancia colectiva de la salud: indicadores sanitarios, absentismo, siniestralidad, análisis de datos, memorias de salud laboral y planificación de actuaciones preventivas.
39	16	nuevo				Participación sanitaria en la evaluación de riesgos y planificación preventiva: identificación de daños a la salud, propuesta de medidas preventivas, seguimiento de eficacia y mejora continua.
39	17	nuevo				Coordinación con el Comité de Seguridad y Salud, Delegados/as de Prevención y servicios externos: información sanitaria colectiva, límites de confidencialidad, mutuas, inspección y servicios públicos sanitarios.
39	18	nuevo				Emergencias, autoprotección y recursos sanitarios: planes de emergencia, botiquines, desfibriladores, equipos de primera intervención, simulacros, material sanitario y control de caducidades.
39	19	nuevo				Protección de datos, ética y deontología en enfermería del trabajo: datos de salud, secreto profesional, consentimiento, independencia profesional, imparcialidad y calidad asistencial.
39	20	nuevo				Igualdad, diversidad y perspectiva de género en salud laboral: vigilancia de la salud con enfoque de género, embarazo y lactancia, violencia de género, discapacidad, ajustes razonables y no discriminación.
39	21	identico	34	20	1.00	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
40	1	nuevo				Régimen jurídico de la obra audiovisual europea y obligación de financiación anticipada en la Ley General de Comunicación Audiovisual.
40	2	nuevo				Ley del Cine y normativa de desarrollo: película cinematográfica, obra audiovisual, productor audiovisual, productor independiente, nacionalidad de la obra y documentación sectorial.
40	3	nuevo				Procedimientos de financiación anticipada de obra audiovisual por prestadores del servicio público audiovisual: naturaleza, finalidad, fases, publicidad, concurrencia, criterios de valoración y resolución.
40	4	nuevo				Gestión jurídico-técnica de convocatorias audiovisuales: presentación de solicitudes, tramitación electrónica, documentación exigible, trazabilidad, plazos, subsanación, admisión, exclusión y motivación.
40	5	nuevo				Requisitos de las productoras solicitantes: personalidad jurídica, representación, poderes, independencia, establecimiento en la Unión Europea o Espacio Económico Europeo, declaraciones responsables y cumplimiento de obligaciones tributarias y con la Seguridad Social.
40	6	nuevo				Documentación creativa del proyecto: sinopsis, logline, memoria de dirección y producción, guion, escaleta, biblia, dossier, propuesta visual y materiales de presentación.
40	7	nuevo				Documentación jurídica del proyecto: cesión de derechos de guion, opción sobre obra preexistente, derechos de imagen, música, archivo, autorizaciones, cadena de titularidad y garantías de explotación pacífica.
40	8	nuevo				Funciones del productor ejecutivo cinematográfico: desarrollo del proyecto, estrategia de financiación, contratación, coordinación creativa, control económico, calendario, explotación y entrega de la obra.
40	9	nuevo				Desarrollo y packaging de proyectos audiovisuales: selección de proyecto, talento creativo, director/a, guionista, casting, coproductores, televisiones, plataformas, agentes de ventas y dossier de mercado.
40	10	nuevo				Presupuesto audiovisual: modelos oficiales del Instituto de la Cinematografía y de las Artes Audiovisuales — ICAA—, partidas, above the line, below the line, postproducción, gastos generales, imprevistos, inversión territorial y control de desviaciones.
40	11	nuevo				Plan de financiación y cierre financiero: ayudas públicas, coproducción, preventas, financiación privada, incentivos fiscales, aportaciones de operadores audiovisuales, cash-flow, calendario de pagos y acreditación documental.
40	12	nuevo				Plan de producción: calendario, localizaciones, jornadas de rodaje, contratación de equipos, permisos, seguros, plan de rodaje, entregas, estreno, distribución y comercialización.
40	13	nuevo				Ecosistema cinematográfico y audiovisual andaluz: estructura del sector, productoras, profesionales creativos y técnicos, empresas auxiliares, localizaciones, festivales, mercados, premios, asociaciones profesionales, entidades públicas de apoyo, circuitos de exhibición y distribución, talento emergente e impacto económico, cultural y territorial de la producción audiovisual en Andalucía.
40	14	nuevo				Criterios artísticos y técnicos de valoración: calidad del proyecto, autoría, titularidad, trayectoria de productoras y equipos, viabilidad, coherencia entre presupuesto y financiación e impacto territorial.
40	15	nuevo				Criterios de idoneidad para un prestador público audiovisual: adecuación a la programación, servicio público, contrato-programa, identidad de marca, audiencia, recorrido en festivales, repercusión comercial y valor cultural.
40	16	nuevo				Derechos ofrecidos al operador audiovisual: emisión lineal, internet, OTT, telefonía móvil, exclusividad, duración, ventanas, comercialización, catálogo y retornos de explotación.
40	17	nuevo				Contratos audiovisuales: financiación anticipada, coproducción, adquisición de derechos, licencia, preventa, distribución, ventas internacionales, entregables, garantías e incumplimientos.
40	18	nuevo				Seguimiento de proyectos seleccionados: aceptación, acreditación de requisitos, formalización contractual, informes de ejecución, modificaciones sustanciales, riesgos de producción y reasignación de financiación.
40	19	nuevo				Igualdad, diversidad, accesibilidad, sostenibilidad, protección de menores, buenas prácticas de producción e innovación tecnológica en proyectos cinematográficos y documentales.
40	20	identico	34	20	1.00	Prevención de riesgos laborales aplicada al puesto de trabajo: derechos y obligaciones de las personas trabajadoras en materia preventiva; riesgos generales y específicos del puesto en RTVA/CSRTV; pantallas de visualización de datos, ergonomía y trastornos musculoesqueléticos; accidente in itinere y en misión; equipos de protección individual y medidas preventivas.
